DMModule,submodel,Tables,url,Table,Abbreviation,Description,TableModule,Activity code
Common data,Item,ITMBPS.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/ITMBPS.htm,ITMBPS,ITP,Supplier product,Common Data,
Common data,Item,ITMSALES.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/ITMSALES.htm,ITMSALES,ITS,Products - sales,Common Data,
Common data,Item,BPSUPPLIER.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/BPSUPPLIER.htm,BPSUPPLIER,BPS,Suppliers,Common Data,
Common data,Item,BPCUSTOMER.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/BPCUSTOMER.htm,BPCUSTOMER,BPC,Customers,Common Data,
Common data,Item,FACILITY.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/FACILITY.htm,FACILITY,FCY,Sites,Supervisor,
Common data,Item,CACCE.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/CACCE.htm,CACCE,CCE,Dimensions,Common Data,
Common data,Item,GACCCODE.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/GACCCODE.htm,GACCCODE,CAC,Accounting codes,Common Data,
Common data,Item,TABUNIT.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/TABUNIT.htm,TABUNIT,TUN,Table of units of measure,Supervisor,
Common data,Business Partner,CONTACTCRM.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/CONTACTCRM.htm,CONTACTCRM,AIN,Contact relationships,Supervisor,
Common data,Business Partner,FACILITY.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/FACILITY.htm,FACILITY,FCY,Sites,Supervisor,
Common data,Business Partner,BPCUSTOMER.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/BPCUSTOMER.htm,BPCUSTOMER,BPC,Customers,Common Data,
Common data,Business Partner,AGRPCPY.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/AGRPCPY.htm,AGRPCPY,AGC,Company groupings,Supervisor,
Common data,Business Partner,BPCCATEG.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/BPCCATEG.htm,BPCCATEG,BCG,Customer category,Common Data,
Common data,Business Partner,BPSCATEG.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/BPSCATEG.htm,BPSCATEG,BSG,Supplier category,Common Data,
Common data,Business Partner,ATABDIV.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/ATABDIV.htm,ATABDIV,ADI,Miscellaneous tables,Supervisor,
Common data,Business Partner,ATABDIV.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/ATABDIV.htm,ATABDIV,ADI,Miscellaneous tables,Supervisor,
Common data,Business Partner,CARPRICE.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/CARPRICE.htm,CARPRICE,CAP,Carrier price lists,Common Data,
Common data,Business Partner,CARAREA.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/CARAREA.htm,CARAREA,CAA,Carrier regions,Common Data,
Common data,Business Partner,BPARTNER.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/BPARTNER.htm,BPARTNER,BPR,Business partner,Common Data,
Common data,Business Partner,COMPANY.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/COMPANY.htm,COMPANY,CPY,Company,Supervisor,
Common data,Business Partner,BPEXCEPT.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/BPEXCEPT.htm,BPEXCEPT,BPE,BP-Company exception,Common Data,MUL
Common data,Business Partner,BID.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/BID.htm,BID,BID,Bank ID statement,Supervisor,
Common data,Business Partner,CONTACT.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/CONTACT.htm,CONTACT,CNT,Contacts,Supervisor,
Common data,Business Partner,BPADDRESS.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/BPADDRESS.htm,BPADDRESS,BPA,Addresses,Supervisor,
Common data,Business Partner,BPDLVCUST.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/BPDLVCUST.htm,BPDLVCUST,BPD,Ship-to customer,Common Data,
Common data,Business Partner,BPSUPPLIER.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/BPSUPPLIER.htm,BPSUPPLIER,BPS,Suppliers,Common Data,
Common data,Business Partner,BPCUSTMVT.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/BPCUSTMVT.htm,BPCUSTMVT,MVC,Customer transactions,Common Data,
Common data,Business Partner,BPSUPPMVT.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/BPSUPPMVT.htm,BPSUPPMVT,MVS,Supplier transactions,Common Data,
Common data,Business Partner,HONPRV.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/HONPRV.htm,HONPRV,PRV,Service suppliers,Financials,FEE2
Common data,Business Partner,SALESREP.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/SALESREP.htm,SALESREP,REP,Sales rep,Common Data,
Common data,Business Partner,FACTOR.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/FACTOR.htm,FACTOR,FCT,Factors,Common Data,
Common data,Business Partner,BPCARRIER.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/BPCARRIER.htm,BPCARRIER,BPT,Carriers,Common Data,
Common data,Business Partner,TABCOUNTRY.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/TABCOUNTRY.htm,TABCOUNTRY,TCY,Country table,Supervisor,
Common data,Business Partner,GACCCODE.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/GACCCODE.htm,GACCCODE,CAC,Accounting codes,Common Data,
Common data,Business Partner,TABCUR.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/TABCUR.htm,TABCUR,TCU,Currency table,Supervisor,
Common data,Common Tables,GACCCODE.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/GACCCODE.htm,GACCCODE,CAC,Accounting codes,Common Data,
Common data,Common Tables,GACCOUNT.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/GACCOUNT.htm,GACCOUNT,GAC,Accounts,Common Data,
Common data,Common Tables,TABVAT.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/TABVAT.htm,TABVAT,TVT,Tax code table,Common Data,
Common data,Common Tables,TABVAC.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/TABVAC.htm,TABVAC,TVC,Tax determination table,Common Data,
Common data,Common Tables,TABCUR.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/TABCUR.htm,TABCUR,TCU,Currency table,Supervisor,
Common data,Common Tables,CACCE.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/CACCE.htm,CACCE,CCE,Dimensions,Common Data,
Common data,Common Tables,TABCOUNTRY.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/TABCOUNTRY.htm,TABCOUNTRY,TCY,Country table,Supervisor,
Common data,Common Tables,POSCOD.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/POSCOD.htm,POSCOD,POS,Postal codes,Supervisor,
Common data,Common Tables,TABFOR.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/TABFOR.htm,TABFOR,TFO,Formula table,Supervisor,
Common data,Common Tables,ATABDIV.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/ATABDIV.htm,ATABDIV,ADI,Miscellaneous tables,Supervisor,
Common data,Common Tables,TABCHANGE.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/TABCHANGE.htm,TABCHANGE,TCH,Currency rate table,Supervisor,
Common data,Common Tables,TABLAN.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/TABLAN.htm,TABLAN,TLA,Language table,Supervisor,
Customer relation,Service request,SREMAC.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/SREMAC.htm,SREMAC,SRM,Base concerned,Common Data,
Customer relation,Service request,SREMACCPN.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/SREMACCPN.htm,SREMACCPN,SRN,Components concerned,Common Data,
Customer relation,Service request,FAMPB.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/FAMPB.htm,FAMPB,PBL,Skill group,Common Data,
Customer relation,Service request,SOLUTION.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/SOLUTION.htm,SOLUTION,SOL,Solutions,Help Desk,
Customer relation,Service request,HD3CLOB.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/HD3CLOB.htm,HD3CLOB,HD3,Solutions text files,Common Data,
Customer relation,Service request,HD1CLOB.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/HD1CLOB.htm,HD1CLOB,HD1,Service reqts text files,Common Data,
Customer relation,Service request,SALESREP.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/SALESREP.htm,SALESREP,REP,Sales rep,Common Data,
Customer relation,Service request,OPPOR.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/OPPOR.htm,OPPOR,OPP,Project,Common Data,
Customer relation,Service request,CONTACTCRM.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/CONTACTCRM.htm,CONTACTCRM,AIN,Contact relationships,Supervisor,
Customer relation,Service request,BPCUSTOMER.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/BPCUSTOMER.htm,BPCUSTOMER,BPC,Customers,Common Data,
Customer relation,Service request,CONTSERV.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/CONTSERV.htm,CONTSERV,CON,Service contract,Common Data,
Customer relation,Service request,ESCSRE.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/ESCSRE.htm,ESCSRE,ECE,Escalation history,Common Data,
Customer relation,Service request,FACILITY.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/FACILITY.htm,FACILITY,FCY,Sites,Supervisor,
Customer relation,Service request,SERREQUEST.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/SERREQUEST.htm,SERREQUEST,SRE,Service requests,Common Data,
Customer relation,Service request,HDKTASK.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/HDKTASK.htm,HDKTASK,HDT,After-sales serv. consumption,Help Desk,
Customer relation,Service request,MACHINES.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/MACHINES.htm,MACHINES,MAC,Installed base,Common Data,
Customer relation,Service contract,CONTSERV.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/CONTSERV.htm,CONTSERV,CON,Service contract,Common Data,
Customer relation,Service contract,CONTQUAL.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/CONTQUAL.htm,CONTQUAL,CQL,Quality constraints,Common Data,
Customer relation,Service contract,CONTTEMPL.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/CONTTEMPL.htm,CONTTEMPL,COT,Service contract template,Common Data,
Customer relation,Service contract,CONTCOV.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/CONTCOV.htm,CONTCOV,CCV,Service contracts coverage,Common Data,
Customer relation,Service contract,ITMMASTER.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/ITMMASTER.htm,ITMMASTER,ITM,Products,Common Data,
Customer relation,Service contract,BPCUSTOMER.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/BPCUSTOMER.htm,BPCUSTOMER,BPC,Customers,Common Data,
Customer relation,Service contract,CONTACTCRM.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/CONTACTCRM.htm,CONTACTCRM,AIN,Contact relationships,Supervisor,
Customer relation,Service contract,OPPOR.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/OPPOR.htm,OPPOR,OPP,Project,Common Data,
Customer relation,Service contract,SALESREP.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/SALESREP.htm,SALESREP,REP,Sales rep,Common Data,
Customer relation,Service contract,FACILITY.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/FACILITY.htm,FACILITY,FCY,Sites,Supervisor,
Customer relation,Service contract,COMPANY.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/COMPANY.htm,COMPANY,CPY,Company,Supervisor,
Customer relation,Service response,INTERVEN.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/INTERVEN.htm,INTERVEN,ITN,Service response,Common Data,
Customer relation,Service response,SORDER.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/SORDER.htm,SORDER,SOH,Sales orders - header,Sales,
Customer relation,Service response,BPCUSTOMER.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/BPCUSTOMER.htm,BPCUSTOMER,BPC,Customers,Common Data,
Customer relation,Service response,RESRES.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/RESRES.htm,RESRES,RRS,Resource reservations,CRM activities,
Customer relation,Service response,RESOURCES.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/RESOURCES.htm,RESOURCES,RSS,Resources,CRM activities,
Customer relation,Service response,CONTACTCRM.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/CONTACTCRM.htm,CONTACTCRM,AIN,Contact relationships,Supervisor,
Customer relation,Service response,AUTILIS.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/AUTILIS.htm,AUTILIS,AUS,Users,Supervisor,
Customer relation,Service response,MACHINES.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/MACHINES.htm,MACHINES,MAC,Installed base,Common Data,
Customer relation,Service response,HDKTASK.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/HDKTASK.htm,HDKTASK,HDT,After-sales serv. consumption,Help Desk,
Customer relation,Service response,CONTSERV.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/CONTSERV.htm,CONTSERV,CON,Service contract,Common Data,
Customer relation,Service response,HD2CLOB.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/HD2CLOB.htm,HD2CLOB,HD2,Actions text files,Common Data,
Customer relation,Service response,HD6CLOB.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/HD6CLOB.htm,HD6CLOB,HD6,CRM mini text files,Common Data,
Customer relation,Service response,SERREQUEST.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/SERREQUEST.htm,SERREQUEST,SRE,Service requests,Common Data,
Customer relation,Service response,FACILITY.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/FACILITY.htm,FACILITY,FCY,Sites,Supervisor,
Customer relation,Installed Base,MACITN.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/MACITN.htm,MACITN,MAI,Machine installations,Common Data,
Customer relation,Installed Base,BPADDRESS.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/BPADDRESS.htm,BPADDRESS,BPA,Addresses,Supervisor,
Customer relation,Installed Base,CONTACTCRM.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/CONTACTCRM.htm,CONTACTCRM,AIN,Contact relationships,Supervisor,
Customer relation,Installed Base,MACHINES.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/MACHINES.htm,MACHINES,MAC,Installed base,Common Data,
Customer relation,Installed Base,BPCUSTOMER.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/BPCUSTOMER.htm,BPCUSTOMER,BPC,Customers,Common Data,
Customer relation,Installed Base,ITMMASTER.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/ITMMASTER.htm,ITMMASTER,ITM,Products,Common Data,
Customer relation,Installed Base,FACILITY.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/FACILITY.htm,FACILITY,FCY,Sites,Supervisor,
Customer relation,Marketing,CMARKETING.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/CMARKETING.htm,CMARKETING,CMG,Marketing campaign,CRM activities,
Customer relation,Marketing,HD5CLOB.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/HD5CLOB.htm,HD5CLOB,HD5,Marketing text files,Common Data,
Customer relation,Marketing,PHONING.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/PHONING.htm,PHONING,OMP,Phone campaign,Common Data,
Customer relation,Marketing,SELCMGLIS.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/SELCMGLIS.htm,SELCMGLIS,SCL,Marketing selection guide,CRM activities,
Customer relation,Marketing,MAILING.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/MAILING.htm,MAILING,OMM,Mass mailing,Common Data,
Customer relation,Marketing,FACILITY.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/FACILITY.htm,FACILITY,FCY,Sites,Supervisor,
Customer relation,Marketing,TRADESHOW.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/TRADESHOW.htm,TRADESHOW,OMT,Professional trade shows,Common Data,
Customer relation,Marketing,MEDIA.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/MEDIA.htm,MEDIA,OMN,Media campaign,Common Data,
Customer relation,Customer relations 1,LEAD.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/LEAD.htm,LEAD,LDS,Leads,CRM activities,
Customer relation,Customer relations 1,HD6CLOB.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/HD6CLOB.htm,HD6CLOB,HD6,CRM mini text files,Common Data,
Customer relation,Customer relations 1,TASK.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/TASK.htm,TASK,TSK,Task,Common Data,
Customer relation,Customer relations 1,HD4CLOB.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/HD4CLOB.htm,HD4CLOB,HD4,Commerl reports text files,Common Data,
Customer relation,Customer relations 1,CONTACTCRM.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/CONTACTCRM.htm,CONTACTCRM,AIN,Contact relationships,Supervisor,
Customer relation,Customer relations 1,CORRESPOND.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/CORRESPOND.htm,CORRESPOND,COR,Outlook contact,CRM activities,
Customer relation,Customer relations 1,BPARTNER.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/BPARTNER.htm,BPARTNER,BPR,Business partner,Common Data,
Customer relation,Customer relations 1,SALESREP.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/SALESREP.htm,SALESREP,REP,Sales rep,Common Data,
Customer relation,Customer relations 1,FACILITY.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/FACILITY.htm,FACILITY,FCY,Sites,Supervisor,
Customer relation,Customer relations 1,OPPOR.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/OPPOR.htm,OPPOR,OPP,Project,Common Data,
Customer relation,Customer relations 2,OPPOR.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/OPPOR.htm,OPPOR,OPP,Project,Common Data,
Customer relation,Customer relations 2,PHONECALL.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/PHONECALL.htm,PHONECALL,CLL,Call,Common Data,
Customer relation,Customer relations 2,RESOURCES.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/RESOURCES.htm,RESOURCES,RSS,Resources,CRM activities,
Customer relation,Customer relations 2,RESRES.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/RESRES.htm,RESRES,RRS,Resource reservations,CRM activities,
Customer relation,Customer relations 2,BAPPOINT.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/BAPPOINT.htm,BAPPOINT,BAP,Appointment,Common Data,
Customer relation,Customer relations 2,HD6CLOB.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/HD6CLOB.htm,HD6CLOB,HD6,CRM mini text files,Common Data,
Customer relation,Customer relations 2,CONTACTCRM.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/CONTACTCRM.htm,CONTACTCRM,AIN,Contact relationships,Supervisor,
Customer relation,Customer relations 2,CORRESPOND.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/CORRESPOND.htm,CORRESPOND,COR,Outlook contact,CRM activities,
Customer relation,Customer relations 2,BPARTNER.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/BPARTNER.htm,BPARTNER,BPR,Business partner,Common Data,
Customer relation,Customer relations 2,SALESREP.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/SALESREP.htm,SALESREP,REP,Sales rep,Common Data,
Customer relation,Customer relations 2,FACILITY.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/FACILITY.htm,FACILITY,FCY,Sites,Supervisor,
Customer relation,Customer relations 2,HD4CLOB.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/HD4CLOB.htm,HD4CLOB,HD4,Commerl reports text files,Common Data,
Customer relation,Customer relations 2,HD5CLOB.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/HD5CLOB.htm,HD5CLOB,HD5,Marketing text files,Common Data,
Customer relation,Customer relations 2,SCRIPT.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/SCRIPT.htm,SCRIPT,SCP,Call script,CRM activities,
Fixed assets,Fixed Asset,LAYOUTFAS.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/LAYOUTFAS.htm,LAYOUTFAS,LOF,Expenses,Fixed Assets,
Fixed assets,Fixed Asset,PHYELT.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/PHYELT.htm,PHYELT,PHY,Physical assets,Fixed Assets,PHY
Fixed assets,Fixed Asset,FXDASSETS.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/FXDASSETS.htm,FXDASSETS,FAS,Assets,Fixed Assets,
Fixed assets,Fixed Asset,CONTEXT.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/CONTEXT.htm,CONTEXT,CNX,Contexts,Fixed Assets,
Fixed assets,Fixed Asset,FACILITY.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/FACILITY.htm,FACILITY,FCY,Sites,Supervisor,
Fixed assets,Fixed Asset,COMPANY.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/COMPANY.htm,COMPANY,CPY,Company,Supervisor,
Manufacturing,Technical Data,ROUSCD.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/ROUSCD.htm,ROUSCD,ROS,Routing - scheduling operation,Manufacturing,
Manufacturing,Technical Data,ROUOPE.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/ROUOPE.htm,ROUOPE,ROO,Routing - operations,Manufacturing,
Manufacturing,Technical Data,WORKCOST.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/WORKCOST.htm,WORKCOST,MWC,Costing dimension,Manufacturing,
Manufacturing,Technical Data,WORKSTATIO.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/WORKSTATIO.htm,WORKSTATIO,MWS,Work centers,Common Data,
Manufacturing,Technical Data,STOLOC.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/STOLOC.htm,STOLOC,STC,Locations,Stock,
Manufacturing,Technical Data,TABWRKCTR.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/TABWRKCTR.htm,TABWRKCTR,TWC,Work center groups,Manufacturing,
Manufacturing,Technical Data,TABUNIT.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/TABUNIT.htm,TABUNIT,TUN,Table of units of measure,Supervisor,
Manufacturing,Technical Data,TABROUALT.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/TABROUALT.htm,TABROUALT,TRO,BOM routings,Common Data,
Manufacturing,Technical Data,TABBOMALT.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/TABBOMALT.htm,TABBOMALT,TBO,BOM codes,Common Data,
Manufacturing,Technical Data,FACILITY.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/FACILITY.htm,FACILITY,FCY,Sites,Supervisor,
Manufacturing,Technical Data,ROUTING.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/ROUTING.htm,ROUTING,ROH,Routings - header,Manufacturing,
Manufacturing,Technical Data,ITMMASTER.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/ITMMASTER.htm,ITMMASTER,ITM,Products,Common Data,
Manufacturing,Technical Data,TABWEEDIA.htm,https://online-help.sageerpx3.com/erp/12/wp-static-content/static-pages/en_US/MCD/TABWEEDIA.htm,TABWEEDIA,TWD,Weekly structures,Common Data,
