Table,Abbreviation,Description,Column,Normal title,Type,Link expression,TableName____ColumnName____Columndescription
ABICOND,AII,Predefined conditions,TEX,Prompt text,ATX,,ABICOND___TEX___Prompt text
ABICOND,AII,Predefined conditions,TYPOPT,Option,A,,ABICOND___TYPOPT___Option
ABICOND,AII,Predefined conditions,UPDDAT,Change date,D,,ABICOND___UPDDAT___Change date
ABICOND,AII,Predefined conditions,UPDDATTIM,Date time,ADATIM,,ABICOND___UPDDATTIM___Date time
ABICOND,AII,Predefined conditions,UPDUSR,Change user,AUS,[AUS]CODUSR=[AII]UPDUSR,ABICOND___UPDUSR___Change user
ABIDATMRT,ABM,Datamart,ABR,Abbreviation,ABR,,ABIDATMRT___ABR___Abbreviation
ABIDATMRT,ABM,Datamart,ACTABF,Activity code,ACV,[ACV]CODACT=[ABM]ACTABF,ABIDATMRT___ACTABF___Activity code
ABIDATMRT,ABM,Datamart,ANSI,ANSI standard,M,,ABIDATMRT___ANSI___ANSI standard
ABIDATMRT,ABM,Datamart,AUUID,Single identifier,AUUID,,ABIDATMRT___AUUID___Single identifier
ABIDATMRT,ABM,Datamart,AUZFCY,Authorization site,M,,ABIDATMRT___AUZFCY___Authorization site
ABIDATMRT,ABM,Datamart,COD,Code,ABM,[ABM]ABM0=[ABM]COD,ABIDATMRT___COD___Code
ABIDATMRT,ABM,Datamart,CODABF,Fact tables,ABF,[ABF]ABF0=[ABM]CODABF,ABIDATMRT___CODABF___Fact tables
ABIDATMRT,ABM,Datamart,CODACT,Activity code,ACV,[ACV]CODACT=[ABM]CODACT,ABIDATMRT___CODACT___Activity code
ABIDATMRT,ABM,Datamart,COMPL,Additional info,M,,ABIDATMRT___COMPL___Additional info
ABIDATMRT,ABM,Datamart,CREDAT,Date created,D,,ABIDATMRT___CREDAT___Date created
ABIDATMRT,ABM,Datamart,CREDATTIM,Date time,ADATIM,,ABIDATMRT___CREDATTIM___Date time
ABIDATMRT,ABM,Datamart,CREUSR,Creation user,AUS,[AUS]CODUSR=[ABM]CREUSR,ABIDATMRT___CREUSR___Creation user
ABIDATMRT,ABM,Datamart,DATNUL,Null date management,M,,ABIDATMRT___DATNUL___Null date management
ABIDATMRT,ABM,Datamart,DUREE,Duration,L,,ABIDATMRT___DUREE___Duration
ABIDATMRT,ABM,Datamart,FNC,Function,AFC,[AFC]CODINT=[ABM]FNC,ABIDATMRT___FNC___Function
ABIDATMRT,ABM,Datamart,INTIT,Description,ATX,,ABIDATMRT___INTIT___Description
ABIDATMRT,ABM,Datamart,MESURE,Flag class,M,,ABIDATMRT___MESURE___Flag class
ABIDATMRT,ABM,Datamart,MODULE,Module,M,,ABIDATMRT___MODULE___Module
ABIDATMRT,ABM,Datamart,NBRABF,No. of tables,C,,ABIDATMRT___NBRABF___No. of tables
ABIDATMRT,ABM,Datamart,PREFIX,Prefix,M,,ABIDATMRT___PREFIX___Prefix
ABIDATMRT,ABM,Datamart,RESULT,Result,L,,ABIDATMRT___RESULT___Result
ABIDATMRT,ABM,Datamart,SCLASS,Sub-class,M,,ABIDATMRT___SCLASS___Sub-class
ABIDATMRT,ABM,Datamart,UPDDAT,Change date,D,,ABIDATMRT___UPDDAT___Change date
ABIDATMRT,ABM,Datamart,UPDDATTIM,Date time,ADATIM,,ABIDATMRT___UPDDATTIM___Date time
ABIDATMRT,ABM,Datamart,UPDUSR,Change user,AUS,[AUS]CODUSR=[ABM]UPDUSR,ABIDATMRT___UPDUSR___Change user
ABIDATWRH,ABW,Data warehouse,ADXDOS,Folder,ADD,,ABIDATWRH___ADXDOS___Folder
ABIDATWRH,ABW,Data warehouse,AUUID,Single identifier,AUUID,,ABIDATWRH___AUUID___Single identifier
ABIDATWRH,ABW,Data warehouse,COD,Code,ABW,[ABW]ABW0=[ABW]COD,ABIDATWRH___COD___Code
ABIDATWRH,ABW,Data warehouse,CODABM,Datamart,ABM,[ABM]ABM0=[ABW]CODABM,ABIDATWRH___CODABM___Datamart
ABIDATWRH,ABW,Data warehouse,CODDBA,Format,M,,ABIDATWRH___CODDBA___Format
ABIDATWRH,ABW,Data warehouse,CREDAT,Date created,D,,ABIDATWRH___CREDAT___Date created
ABIDATWRH,ABW,Data warehouse,CREDATTIM,Date time,ADATIM,,ABIDATWRH___CREDATTIM___Date time
ABIDATWRH,ABW,Data warehouse,CREUSR,Creation user,AUS,[AUS]CODUSR=[ABW]CREUSR,ABIDATWRH___CREUSR___Creation user
ABIDATWRH,ABW,Data warehouse,GRPFIL,Use file groups,M,,ABIDATWRH___GRPFIL___Use file groups
ABIDATWRH,ABW,Data warehouse,INTIT,Description,DES,,ABIDATWRH___INTIT___Description
ABIDATWRH,ABW,Data warehouse,LAN,Language,LAN,[TLA]TLA0=[ABW]LAN,ABIDATWRH___LAN___Language
ABIDATWRH,ABW,Data warehouse,NBRABM,Number of lines,C,,ABIDATWRH___NBRABM___Number of lines
ABIDATWRH,ABW,Data warehouse,NBRDOS,No. folders,ABS,,ABIDATWRH___NBRDOS___No. folders
ABIDATWRH,ABW,Data warehouse,SIZDAT,Data size,L,,ABIDATWRH___SIZDAT___Data size
ABIDATWRH,ABW,Data warehouse,SIZIDX,Index size,L,,ABIDATWRH___SIZIDX___Index size
ABIDATWRH,ABW,Data warehouse,SOLBI,BI solution,ASO,,ABIDATWRH___SOLBI___BI solution
ABIDATWRH,ABW,Data warehouse,UPDDAT,Change date,D,,ABIDATWRH___UPDDAT___Change date
ABIDATWRH,ABW,Data warehouse,UPDDATTIM,Date time,ADATIM,,ABIDATWRH___UPDDATTIM___Date time
ABIDATWRH,ABW,Data warehouse,UPDUSR,Change user,AUS,[AUS]CODUSR=[ABW]UPDUSR,ABIDATWRH___UPDUSR___Change user
ABIDIM,ABI,Dimensions,ABRDIM,Abbreviation,ABR,,ABIDIM___ABRDIM___Abbreviation
ABIDIM,ABI,Dimensions,ABRLNK,Abbreviation,ABR,,ABIDIM___ABRLNK___Abbreviation
ABIDIM,ABI,Dimensions,ADXDOS,Folder,ADD,,ABIDIM___ADXDOS___Folder
ABIDIM,ABI,Dimensions,AUUID,Single identifier,AUUID,,ABIDIM___AUUID___Single identifier
ABIDIM,ABI,Dimensions,CLE,Key,A,,ABIDIM___CLE___Key
ABIDIM,ABI,Dimensions,CLELNK,Link key,ANX,,ABIDIM___CLELNK___Link key
ABIDIM,ABI,Dimensions,CODACT,Activity code,ACV,[ACV]CODACT=[ABI]CODACT,ABIDIM___CODACT___Activity code
ABIDIM,ABI,Dimensions,CODDIM,Dimension,ABI,[ABI]ABI0=[ABI]CODDIM,ABIDIM___CODDIM___Dimension
ABIDIM,ABI,Dimensions,CREDAT,Date created,D,,ABIDIM___CREDAT___Date created
ABIDIM,ABI,Dimensions,CREDATTIM,Date time,ADATIM,,ABIDIM___CREDATTIM___Date time
ABIDIM,ABI,Dimensions,CREUSR,Creation user,AUS,[AUS]CODUSR=[ABI]CREUSR,ABIDIM___CREUSR___Creation user
ABIDIM,ABI,Dimensions,DATMAJ,Update date,D,,ABIDIM___DATMAJ___Update date
ABIDIM,ABI,Dimensions,EXPLNK,Link expression,A,,ABIDIM___EXPLNK___Link expression
ABIDIM,ABI,Dimensions,FILTRE,Filter,AFR,,ABIDIM___FILTRE___Filter
ABIDIM,ABI,Dimensions,FLDDAT,Date field,M,,ABIDIM___FLDDAT___Date field
ABIDIM,ABI,Dimensions,INDLEC,Key,ANX,,ABIDIM___INDLEC___Key
ABIDIM,ABI,Dimensions,INTEVAL,Evaluated title,A,,ABIDIM___INTEVAL___Evaluated title
ABIDIM,ABI,Dimensions,INTIT,Description,ATX,,ABIDIM___INTIT___Description
ABIDIM,ABI,Dimensions,MODULE,Module,M,,ABIDIM___MODULE___Module
ABIDIM,ABI,Dimensions,MULDOS,Multi-folder,M,,ABIDIM___MULDOS___Multi-folder
ABIDIM,ABI,Dimensions,NBRDOS,No. folders,ABS,,ABIDIM___NBRDOS___No. folders
ABIDIM,ABI,Dimensions,NBRLNK,No. of tables,ABS,,ABIDIM___NBRLNK___No. of tables
ABIDIM,ABI,Dimensions,NOMBRE,Number,M,,ABIDIM___NOMBRE___Number
ABIDIM,ABI,Dimensions,SUPVID,Deletion empty,M,,ABIDIM___SUPVID___Deletion empty
ABIDIM,ABI,Dimensions,TABLNK,Linked tables,A,,ABIDIM___TABLNK___Linked tables
ABIDIM,ABI,Dimensions,TABORG,Origin table,ATB,[ATB]CODFIC=[ABI]TABORG,ABIDIM___TABORG___Origin table
ABIDIM,ABI,Dimensions,TRTSPE,Specific,ADC,,ABIDIM___TRTSPE___Specific
ABIDIM,ABI,Dimensions,TRTSPV,Vertical processing,ADC,,ABIDIM___TRTSPV___Vertical processing
ABIDIM,ABI,Dimensions,TRTSTD,Standard processing,ADC,,ABIDIM___TRTSTD___Standard processing
ABIDIM,ABI,Dimensions,TYPLNK,Link type,M,,ABIDIM___TYPLNK___Link type
ABIDIM,ABI,Dimensions,TYPMAJ,Update type,M,,ABIDIM___TYPMAJ___Update type
ABIDIM,ABI,Dimensions,UPDDAT,Change date,D,,ABIDIM___UPDDAT___Change date
ABIDIM,ABI,Dimensions,UPDDATTIM,Date time,ADATIM,,ABIDIM___UPDDATTIM___Date time
ABIDIM,ABI,Dimensions,UPDUSR,Change user,AUS,[AUS]CODUSR=[ABI]UPDUSR,ABIDIM___UPDUSR___Change user
ABIDIMFLD,ABJ,Dimensions (fields),ACTDIM,Activity code,ACV,[ACV]CODACT=[ABJ]ACTDIM,ABIDIMFLD___ACTDIM___Activity code
ABIDIMFLD,ABJ,Dimensions (fields),AUTO,Self-join,ATX,,ABIDIMFLD___AUTO___Self-join
ABIDIMFLD,ABJ,Dimensions (fields),AUTOEVAL,Self-join,A,,ABIDIMFLD___AUTOEVAL___Self-join
ABIDIMFLD,ABJ,Dimensions (fields),AUUID,Single identifier,AUUID,,ABIDIMFLD___AUUID___Single identifier
ABIDIMFLD,ABJ,Dimensions (fields),CODDIM,Dimension,ABI,[ABI]ABI0=[ABJ]CODDIM,ABIDIMFLD___CODDIM___Dimension
ABIDIMFLD,ABJ,Dimensions (fields),CODTYP,Data type,ATY,[ATY]CODTYP=[ABJ]CODTYP,ABIDIMFLD___CODTYP___Data type
ABIDIMFLD,ABJ,Dimensions (fields),CREDATTIM,Date time,ADATIM,,ABIDIMFLD___CREDATTIM___Date time
ABIDIMFLD,ABJ,Dimensions (fields),CREUSR,User,AUS,[AUS]CODUSR=[ABJ]CREUSR,ABIDIMFLD___CREUSR___User
ABIDIMFLD,ABJ,Dimensions (fields),DIMFAT,Parent dimension,ABI,[ABI]ABI0=[ABJ]DIMFAT,ABIDIMFLD___DIMFAT___Parent dimension
ABIDIMFLD,ABJ,Dimensions (fields),DIMFLD,Name of field,AVA,,ABIDIMFLD___DIMFLD___Name of field
ABIDIMFLD,ABJ,Dimensions (fields),DIMINT,Dimension,ATX,,ABIDIMFLD___DIMINT___Dimension
ABIDIMFLD,ABJ,Dimensions (fields),DIMVALINT,Evaluated title,A,,ABIDIMFLD___DIMVALINT___Evaluated title
ABIDIMFLD,ABJ,Dimensions (fields),FLDDIM,Field code,AVA,,ABIDIMFLD___FLDDIM___Field code
ABIDIMFLD,ABJ,Dimensions (fields),FLDLIE,Linked object,AVA,,ABIDIMFLD___FLDLIE___Linked object
ABIDIMFLD,ABJ,Dimensions (fields),FLDORG,Formula,AFR,,ABIDIMFLD___FLDORG___Formula
ABIDIMFLD,ABJ,Dimensions (fields),INTDIM,Description,ATX,,ABIDIMFLD___INTDIM___Description
ABIDIMFLD,ABJ,Dimensions (fields),INTVALDIM,Evaluated title,A,,ABIDIMFLD___INTVALDIM___Evaluated title
ABIDIMFLD,ABJ,Dimensions (fields),LNG,Length,DCB,,ABIDIMFLD___LNG___Length
ABIDIMFLD,ABJ,Dimensions (fields),MENLOC,Local menu number,MNL,,ABIDIMFLD___MENLOC___Local menu number
ABIDIMFLD,ABJ,Dimensions (fields),NUMDIM,Line number,C,,ABIDIMFLD___NUMDIM___Line number
ABIDIMFLD,ABJ,Dimensions (fields),OPTJNT,Join option,M,,ABIDIMFLD___OPTJNT___Join option
ABIDIMFLD,ABJ,Dimensions (fields),TABDIV,Miscellaneous table,ADV,[ADV]CODE=[ABJ]TABDIV,ABIDIMFLD___TABDIV___Miscellaneous table
ABIDIMFLD,ABJ,Dimensions (fields),TUNNEL,Tunnel toward object,M,,ABIDIMFLD___TUNNEL___Tunnel toward object
ABIDIMFLD,ABJ,Dimensions (fields),TYPDAT,Date type,A,,ABIDIMFLD___TYPDAT___Date type
ABIDIMFLD,ABJ,Dimensions (fields),TYPFLD,Field type,M,,ABIDIMFLD___TYPFLD___Field type
ABIDIMFLD,ABJ,Dimensions (fields),UPDDATTIM,Date time,ADATIM,,ABIDIMFLD___UPDDATTIM___Date time
ABIDIMFLD,ABJ,Dimensions (fields),UPDUSR,User,AUS,[AUS]CODUSR=[ABJ]UPDUSR,ABIDIMFLD___UPDUSR___User
ABIHIERA,AHH,Hierarchies,ABM,Datamart,ABM,[ABM]ABM0=[AHH]ABM,ABIHIERA___ABM___Datamart
ABIHIERA,AHH,Hierarchies,ACV,Activity code,ACV,[ACV]CODACT=[AHH]ACV,ABIHIERA___ACV___Activity code
ABIHIERA,AHH,Hierarchies,AUUID,Single identifier,AUUID,,ABIHIERA___AUUID___Single identifier
ABIHIERA,AHH,Hierarchies,COD,Code,AHH,[AHH]AHH0=[AHH]COD,ABIHIERA___COD___Code
ABIHIERA,AHH,Hierarchies,CODABF,Fact table,ABF,[ABF]ABF0=[AHH]CODABF,ABIHIERA___CODABF___Fact table
ABIHIERA,AHH,Hierarchies,CODDIM1,Dimension,ABI,[ABI]ABI0=[AHH]CODDIM1,ABIHIERA___CODDIM1___Dimension
ABIHIERA,AHH,Hierarchies,CODDIM2,Dimension,ABI,[ABI]ABI0=[AHH]CODDIM2,ABIHIERA___CODDIM2___Dimension
ABIHIERA,AHH,Hierarchies,CODDIM3,Dimension,ABI,[ABI]ABI0=[AHH]CODDIM3,ABIHIERA___CODDIM3___Dimension
ABIHIERA,AHH,Hierarchies,CODDIM4,Dimension,ABI,[ABI]ABI0=[AHH]CODDIM4,ABIHIERA___CODDIM4___Dimension
ABIHIERA,AHH,Hierarchies,CODDIM5,Dimension,ABI,[ABI]ABI0=[AHH]CODDIM5,ABIHIERA___CODDIM5___Dimension
ABIHIERA,AHH,Hierarchies,CODDIM6,Dimension,ABI,[ABI]ABI0=[AHH]CODDIM6,ABIHIERA___CODDIM6___Dimension
ABIHIERA,AHH,Hierarchies,CODDIM7,Dimension,ABI,[ABI]ABI0=[AHH]CODDIM7,ABIHIERA___CODDIM7___Dimension
ABIHIERA,AHH,Hierarchies,CODDIM8,Dimension,ABI,[ABI]ABI0=[AHH]CODDIM8,ABIHIERA___CODDIM8___Dimension
ABIHIERA,AHH,Hierarchies,CODDIM9,Dimension,ABI,[ABI]ABI0=[AHH]CODDIM9,ABIHIERA___CODDIM9___Dimension
ABIHIERA,AHH,Hierarchies,CODFLD,Field code,AVA,,ABIHIERA___CODFLD___Field code
ABIHIERA,AHH,Hierarchies,CREDAT,Date created,D,,ABIHIERA___CREDAT___Date created
ABIHIERA,AHH,Hierarchies,CREDATTIM,Date time,ADATIM,,ABIHIERA___CREDATTIM___Date time
ABIHIERA,AHH,Hierarchies,CREUSR,Creation user,AUS,[AUS]CODUSR=[AHH]CREUSR,ABIHIERA___CREUSR___Creation user
ABIHIERA,AHH,Hierarchies,DES,Description,ATX,,ABIHIERA___DES___Description
ABIHIERA,AHH,Hierarchies,FLDDIM1,Field code,AVA,,ABIHIERA___FLDDIM1___Field code
ABIHIERA,AHH,Hierarchies,FLDDIM2,Field code,AVA,,ABIHIERA___FLDDIM2___Field code
ABIHIERA,AHH,Hierarchies,FLDDIM3,Field code,AVA,,ABIHIERA___FLDDIM3___Field code
ABIHIERA,AHH,Hierarchies,FLDDIM4,Field code,AVA,,ABIHIERA___FLDDIM4___Field code
ABIHIERA,AHH,Hierarchies,FLDDIM5,Field code,AVA,,ABIHIERA___FLDDIM5___Field code
ABIHIERA,AHH,Hierarchies,FLDDIM6,Field code,AVA,,ABIHIERA___FLDDIM6___Field code
ABIHIERA,AHH,Hierarchies,FLDDIM7,Field code,AVA,,ABIHIERA___FLDDIM7___Field code
ABIHIERA,AHH,Hierarchies,FLDDIM8,Field code,AVA,,ABIHIERA___FLDDIM8___Field code
ABIHIERA,AHH,Hierarchies,FLDDIM9,Field code,AVA,,ABIHIERA___FLDDIM9___Field code
ABIHIERA,AHH,Hierarchies,INTEVAL,Evaluated title,A,,ABIHIERA___INTEVAL___Evaluated title
ABIHIERA,AHH,Hierarchies,MODULE,Module,M,,ABIHIERA___MODULE___Module
ABIHIERA,AHH,Hierarchies,NBAHH,Number,C,,ABIHIERA___NBAHH___Number
ABIHIERA,AHH,Hierarchies,NIVEAU,Level,C,,ABIHIERA___NIVEAU___Level
ABIHIERA,AHH,Hierarchies,TYPOPT,Option,A,,ABIHIERA___TYPOPT___Option
ABIHIERA,AHH,Hierarchies,UPDDAT,Change date,D,,ABIHIERA___UPDDAT___Change date
ABIHIERA,AHH,Hierarchies,UPDDATTIM,Date time,ADATIM,,ABIHIERA___UPDDATTIM___Date time
ABIHIERA,AHH,Hierarchies,UPDUSR,Change user,AUS,[AUS]CODUSR=[AHH]UPDUSR,ABIHIERA___UPDUSR___Change user
ABIPRFUSR,AIU,BI user profile,AUUID,Single identifier,AUUID,,ABIPRFUSR___AUUID___Single identifier
ABIPRFUSR,AIU,BI user profile,CREDAT,Date created,D,,ABIPRFUSR___CREDAT___Date created
ABIPRFUSR,AIU,BI user profile,CREDATTIM,Date time,ADATIM,,ABIPRFUSR___CREDATTIM___Date time
ABIPRFUSR,AIU,BI user profile,CREUSR,Creation user,AUS,[AUS]CODUSR=[AIU]CREUSR,ABIPRFUSR___CREUSR___Creation user
ABIPRFUSR,AIU,BI user profile,INTUSR,Description,AX3,,ABIPRFUSR___INTUSR___Description
ABIPRFUSR,AIU,BI user profile,MODE,Method,M,,ABIPRFUSR___MODE___Method
ABIPRFUSR,AIU,BI user profile,PRF,Profile code,AIU,[AIU]AIU0=[AIU]PRF,ABIPRFUSR___PRF___Profile code
ABIPRFUSR,AIU,BI user profile,PWD,BI password,A,,ABIPRFUSR___PWD___BI password
ABIPRFUSR,AIU,BI user profile,UPDDAT,Change date,D,,ABIPRFUSR___UPDDAT___Change date
ABIPRFUSR,AIU,BI user profile,UPDDATTIM,Date time,ADATIM,,ABIPRFUSR___UPDDATTIM___Date time
ABIPRFUSR,AIU,BI user profile,UPDUSR,Change user,AUS,[AUS]CODUSR=[AIU]UPDUSR,ABIPRFUSR___UPDUSR___Change user
ABIPRFUSR,AIU,BI user profile,USR,BI user,A,,ABIPRFUSR___USR___BI user
ABIREGDES,ABY,Synchronization rules (dest),AUUID,Single identifier,AUUID,,ABIREGDES___AUUID___Single identifier
ABIREGDES,ABY,Synchronization rules (dest),CODREG,Rule,ABV,[ABV]ABV0=[ABY]CODREG,ABIREGDES___CODREG___Rule
ABIREGDES,ABY,Synchronization rules (dest),CREDATTIM,Date time,ADATIM,,ABIREGDES___CREDATTIM___Date time
ABIREGDES,ABY,Synchronization rules (dest),CREUSR,User,AUS,[AUS]CODUSR=[ABY]CREUSR,ABIREGDES___CREUSR___User
ABIREGDES,ABY,Synchronization rules (dest),FLDDES,Field,AVA,,ABIREGDES___FLDDES___Field
ABIREGDES,ABY,Synchronization rules (dest),FORDES,Formula,AFR,,ABIREGDES___FORDES___Formula
ABIREGDES,ABY,Synchronization rules (dest),NUMDES,Line number,C,,ABIREGDES___NUMDES___Line number
ABIREGDES,ABY,Synchronization rules (dest),TABDES,Destination table,ABF,[ABF]ABF0=[ABY]TABDES,ABIREGDES___TABDES___Destination table
ABIREGDES,ABY,Synchronization rules (dest),UPDDATTIM,Date time,ADATIM,,ABIREGDES___UPDDATTIM___Date time
ABIREGDES,ABY,Synchronization rules (dest),UPDUSR,User,AUS,[AUS]CODUSR=[ABY]UPDUSR,ABIREGDES___UPDUSR___User
ABIREGORG,ABV,Synchronisation rules,ABRLNK,Abbreviation,ABR,,ABIREGORG___ABRLNK___Abbreviation
ABIREGORG,ABV,Synchronisation rules,ADXDOS,Folder,ADD,,ABIREGORG___ADXDOS___Folder
ABIREGORG,ABV,Synchronisation rules,AJOUT,Addition,M,,ABIREGORG___AJOUT___Addition
ABIREGORG,ABV,Synchronisation rules,ANNUL,Cancellation,M,,ABIREGORG___ANNUL___Cancellation
ABIREGORG,ABV,Synchronisation rules,AUUID,Single identifier,AUUID,,ABIREGORG___AUUID___Single identifier
ABIREGORG,ABV,Synchronisation rules,CLELNK,Link key,ANX,,ABIREGORG___CLELNK___Link key
ABIREGORG,ABV,Synchronisation rules,CNDLIG,Line condition,AFR,,ABIREGORG___CNDLIG___Line condition
ABIREGORG,ABV,Synchronisation rules,CODACT,Activity code,ACV,[ACV]CODACT=[ABV]CODACT,ABIREGORG___CODACT___Activity code
ABIREGORG,ABV,Synchronisation rules,CODREG,Rule,ABV,[ABV]ABV0=[ABV]CODREG,ABIREGORG___CODREG___Rule
ABIREGORG,ABV,Synchronisation rules,CREDAT,Date created,D,,ABIREGORG___CREDAT___Date created
ABIREGORG,ABV,Synchronisation rules,CREDATTIM,Date time,ADATIM,,ABIREGORG___CREDATTIM___Date time
ABIREGORG,ABV,Synchronisation rules,CREUSR,Creation user,AUS,[AUS]CODUSR=[ABV]CREUSR,ABIREGORG___CREUSR___Creation user
ABIREGORG,ABV,Synchronisation rules,DESFLG,Deactivation,M,,ABIREGORG___DESFLG___Deactivation
ABIREGORG,ABV,Synchronisation rules,EXPLNK,Link expression,A,,ABIREGORG___EXPLNK___Link expression
ABIREGORG,ABV,Synchronisation rules,FILTRE,Filter,AFR,,ABIREGORG___FILTRE___Filter
ABIREGORG,ABV,Synchronisation rules,FLDDEC,Triggering field,AVA,,ABIREGORG___FLDDEC___Triggering field
ABIREGORG,ABV,Synchronisation rules,INDLEC,Key,ANX,,ABIREGORG___INDLEC___Key
ABIREGORG,ABV,Synchronisation rules,INTIT,Description,ATX,,ABIREGORG___INTIT___Description
ABIREGORG,ABV,Synchronisation rules,MODIF,Modification,M,,ABIREGORG___MODIF___Modification
ABIREGORG,ABV,Synchronisation rules,MODULE,Module,M,,ABIREGORG___MODULE___Module
ABIREGORG,ABV,Synchronisation rules,NBRDOS,No. folders,ABS,,ABIREGORG___NBRDOS___No. folders
ABIREGORG,ABV,Synchronisation rules,NBRLNK,No. of tables,ABS,,ABIREGORG___NBRLNK___No. of tables
ABIREGORG,ABV,Synchronisation rules,TABLNK,Linked tables,A,,ABIREGORG___TABLNK___Linked tables
ABIREGORG,ABV,Synchronisation rules,TABORG,Origin table,ATB,[ATB]CODFIC=[ABV]TABORG,ABIREGORG___TABORG___Origin table
ABIREGORG,ABV,Synchronisation rules,TRTSPE,Specific,ADC,,ABIREGORG___TRTSPE___Specific
ABIREGORG,ABV,Synchronisation rules,TRTSPV,Vertical processing,ADC,,ABIREGORG___TRTSPV___Vertical processing
ABIREGORG,ABV,Synchronisation rules,TRTSTD,Standard processing,ADC,,ABIREGORG___TRTSTD___Standard processing
ABIREGORG,ABV,Synchronisation rules,TYPLNK,Creation rule,M,,ABIREGORG___TYPLNK___Creation rule
ABIREGORG,ABV,Synchronisation rules,TYPLNKTAB,Link type,M,,ABIREGORG___TYPLNKTAB___Link type
ABIREGORG,ABV,Synchronisation rules,UPDDAT,Change date,D,,ABIREGORG___UPDDAT___Change date
ABIREGORG,ABV,Synchronisation rules,UPDDATTIM,Date time,ADATIM,,ABIREGORG___UPDDATTIM___Date time
ABIREGORG,ABV,Synchronisation rules,UPDUSR,Change user,AUS,[AUS]CODUSR=[ABV]UPDUSR,ABIREGORG___UPDUSR___Change user
ABIREPORT,ABO,Business objects reports,ACS,Access code,ACS,[ACS]ACS0=[ABO]ACS,ABIREPORT___ACS___Access code
ABIREPORT,ABO,Business objects reports,ACV,Activity code,ACV,[ACV]CODACT=[ABO]ACV,ABIREPORT___ACV___Activity code
ABIREPORT,ABO,Business objects reports,AUUID,Single identifier,AUUID,,ABIREPORT___AUUID___Single identifier
ABIREPORT,ABO,Business objects reports,COD,Code,ABO,[ABO]ABO0=[ABO]COD,ABIREPORT___COD___Code
ABIREPORT,ABO,Business objects reports,CREDAT,Date created,D,,ABIREPORT___CREDAT___Date created
ABIREPORT,ABO,Business objects reports,CREDATTIM,Date time,ADATIM,,ABIREPORT___CREDATTIM___Date time
ABIREPORT,ABO,Business objects reports,CREUSR,Creation user,AUS,[AUS]CODUSR=[ABO]CREUSR,ABIREPORT___CREUSR___Creation user
ABIREPORT,ABO,Business objects reports,DATAM,Datamart,ABM,[ABM]ABM0=[ABO]DATAM,ABIREPORT___DATAM___Datamart
ABIREPORT,ABO,Business objects reports,DES,Description,ATX,,ABIREPORT___DES___Description
ABIREPORT,ABO,Business objects reports,DES1,Description,ATX,,ABIREPORT___DES1___Description
ABIREPORT,ABO,Business objects reports,DES2,Description,ATX,,ABIREPORT___DES2___Description
ABIREPORT,ABO,Business objects reports,DES3,Description,ATX,,ABIREPORT___DES3___Description
ABIREPORT,ABO,Business objects reports,ENAFLG,Active,M,,ABIREPORT___ENAFLG___Active
ABIREPORT,ABO,Business objects reports,ETAREF,Reference,M,,ABIREPORT___ETAREF___Reference
ABIREPORT,ABO,Business objects reports,LANREF,Reference language,LAN,[TLA]TLA0=[ABO]LANREF,ABIREPORT___LANREF___Reference language
ABIREPORT,ABO,Business objects reports,MODULE,Module,M,,ABIREPORT___MODULE___Module
ABIREPORT,ABO,Business objects reports,REPCOD,BO report,A,,ABIREPORT___REPCOD___BO report
ABIREPORT,ABO,Business objects reports,SHO,Short description,ATX,,ABIREPORT___SHO___Short description
ABIREPORT,ABO,Business objects reports,UPDDAT,Change date,D,,ABIREPORT___UPDDAT___Change date
ABIREPORT,ABO,Business objects reports,UPDDATTIM,Date time,ADATIM,,ABIREPORT___UPDDATTIM___Date time
ABIREPORT,ABO,Business objects reports,UPDUSR,Change user,AUS,[AUS]CODUSR=[ABO]UPDUSR,ABIREPORT___UPDUSR___Change user
ABIREPORTD,ABQ,Business objects reports,AUUID,Single identifier,AUUID,,ABIREPORTD___AUUID___Single identifier
ABIREPORTD,ABQ,Business objects reports,COD,Code,ABO,[ABO]ABO0=[ABQ]COD,ABIREPORTD___COD___Code
ABIREPORTD,ABQ,Business objects reports,CREDATTIM,Date time,ADATIM,,ABIREPORTD___CREDATTIM___Date time
ABIREPORTD,ABQ,Business objects reports,CREUSR,User,AUS,[AUS]CODUSR=[ABQ]CREUSR,ABIREPORTD___CREUSR___User
ABIREPORTD,ABQ,Business objects reports,CTL,Control,AFR,,ABIREPORTD___CTL___Control
ABIREPORTD,ABQ,Business objects reports,DAC,Input,M,,ABIREPORTD___DAC___Input
ABIREPORTD,ABQ,Business objects reports,INTEVAL,Evaluated title,A,,ABIREPORTD___INTEVAL___Evaluated title
ABIREPORTD,ABQ,Business objects reports,LIG,Line,C,,ABIREPORTD___LIG___Line
ABIREPORTD,ABQ,Business objects reports,LNG,Length,DCB,,ABIREPORTD___LNG___Length
ABIREPORTD,ABQ,Business objects reports,MENLOC,Local menu number,MNL,,ABIREPORTD___MENLOC___Local menu number
ABIREPORTD,ABQ,Business objects reports,OPT,Options,A,,ABIREPORTD___OPT___Options
ABIREPORTD,ABQ,Business objects reports,PAR,Parameter,AFR,,ABIREPORTD___PAR___Parameter
ABIREPORTD,ABQ,Business objects reports,PARACS,Access code,ACS,[ACS]ACS0=[ABQ]PARACS,ABIREPORTD___PARACS___Access code
